id_publicacion,titulo,año,area_ia,palabra_clave,venue,tipo_venue,numero_citas,nombre_autor,orden_autor,nombre_institucion,pais_institucion
PUB069,Detección de vehículos mediante redes convolucionales,2023,Visión Computacional,segmentación,ICCV,Conferencia,36,Emma Johnson,2,Tecnológico de Monterrey,México
PUB069,Detección de vehículos mediante redes convolucionales,2023,Visión Computacional,segmentación,ICCV,Conferencia,36,Beatriz Olivares,3,Universidad Nacional de Ingeniería,Perú
PUB069,Detección de vehículos mediante redes convolucionales,2023,Visión Computacional,segmentación,ICCV,Conferencia,36,Sebastián Paredes,4,Universidad Nacional de Ingeniería,Perú
PUB069,Detección de vehículos mediante redes convolucionales,2023,Visión Computacional,segmentación,ICCV,Conferencia,36,Esteban Pacheco,5,Universidad Nacional Autónoma de México,México
PUB070,Generación de turismo con modelos de difusión,2021,IA Generativa,GPT,NeurIPS,Conferencia,109,Valentina Cáceres,1,Pontificia Universidad Católica de Chile,Chile
PUB070,Generación de turismo con modelos de difusión,2021,IA Generativa,GPT,NeurIPS,Conferencia,109,Lucas Wilson,2,Universidad del Pacífico,Perú
PUB070,Generación de turismo con modelos de difusión,2021,IA Generativa,GPT,NeurIPS,Conferencia,109,Renata Villanueva,3,Universidad de Barcelona,España
PUB070,Generación de turismo con modelos de difusión,2021,IA Generativa,GPT,NeurIPS,Conferencia,109,Emma Johnson,4,Tecnológico de Monterrey,México
PUB071,Clasificación automática de educación superior mediante BERT,2025,NLP,resumen automático,Revista Iberoamericana de IA,Revista,3,Natalia Bravo,1,Universidad Nacional Mayor de San Marcos,Perú
PUB071,Clasificación automática de educación superior mediante BERT,2025,NLP,resumen automático,Revista Iberoamericana de IA,Revista,3,Rodrigo Cárdenas,2,Universidad de Buenos Aires,Argentina
PUB071,Clasificación automática de educación superior mediante BERT,2025,NLP,resumen automático,Revista Iberoamericana de IA,Revista,3,María Quispe,3,University of Oxford,Reino Unido
PUB071,Clasificación automática de educación superior mediante BERT,2025,NLP,resumen automático,Revista Iberoamericana de IA,Revista,3,Pierre Dubois,4,University of Toronto,Canadá
PUB072,Segmentación de imágenes pesca artesanal con deep learning,2025,Visión Computacional,YOLO,Artificial Intelligence Journal,Revista,7,Priya Sharma,1,Pontificia Universidad Católica del Perú,Perú
PUB072,Segmentación de imágenes pesca artesanal con deep learning,2025,Visión Computacional,YOLO,Artificial Intelligence Journal,Revista,7,Andrea Salas,2,Universidad de Buenos Aires,Argentina
PUB072,Segmentación de imágenes pesca artesanal con deep learning,2025,Visión Computacional,YOLO,Artificial Intelligence Journal,Revista,7,Fatima Al-Sayed,3,Stanford University,Estados Unidos
PUB072,Segmentación de imágenes pesca artesanal con deep learning,2025,Visión Computacional,YOLO,Artificial Intelligence Journal,Revista,7,Gabriela Morales,4,Universidad de Buenos Aires,Argentina
PUB072,Segmentación de imágenes pesca artesanal con deep learning,2025,Visión Computacional,YOLO,Artificial Intelligence Journal,Revista,7,María Quispe,5,University of Oxford,Reino Unido
PUB073,Navegación autónoma de robots en comercio electrónico,2022,Robótica,control,CLEI,Conferencia,56,María Quispe,1,University of Oxford,Reino Unido
PUB073,Navegación autónoma de robots en comercio electrónico,2022,Robótica,control,CLEI,Conferencia,56,Priya Sharma,2,Pontificia Universidad Católica del Perú,Perú
PUB074,Recomendación basada en deep learning para agricultura,2025,Sistemas de Recomendación,personalización,CLEI,Conferencia,0,Joaquín Espinoza,1,Universidad de Barcelona,España
PUB074,Recomendación basada en deep learning para agricultura,2025,Sistemas de Recomendación,personalización,CLEI,Conferencia,0,Olivia Brown,2,Universidad de Barcelona,España
PUB074,Recomendación basada en deep learning para agricultura,2025,Sistemas de Recomendación,personalización,CLEI,Conferencia,0,Ahmed Hassan,3,Universidad Nacional Autónoma de México,México
PUB074,Recomendación basada en deep learning para agricultura,2025,Sistemas de Recomendación,personalización,CLEI,Conferencia,0,Patricia Salinas,4,Universidad Nacional Mayor de San Marcos,Perú
PUB075,Modelo predictivo para educación superior,2021,Machine Learning,validación cruzada,Nature Machine Intelligence,Revista,93,Hans Müller,1,Universidad Nacional Autónoma de México,México
PUB075,Modelo predictivo para educación superior,2021,Machine Learning,validación cruzada,Nature Machine Intelligence,Revista,93,Rodrigo Cárdenas,2,Universidad de Buenos Aires,Argentina
PUB076,Análisis de sentimiento en redes académicas usando transformers,2023,NLP,BERT,Nature Machine Intelligence,Revista,39,Esteban Pacheco,1,Universidad Nacional Autónoma de México,México
PUB076,Análisis de sentimiento en redes académicas usando transformers,2023,NLP,BERT,Nature Machine Intelligence,Revista,39,Mateo Herrera,2,ETH Zürich,Suiza
PUB076,Análisis de sentimiento en redes académicas usando transformers,2023,NLP,BERT,Nature Machine Intelligence,Revista,39,Arjun Patel,3,Pontificia Universidad Católica del Perú,Perú
PUB077,Personalización de contenido en plataformas de comercio electrónico,2021,Sistemas de Recomendación,filtrado colaborativo,Computación y Sistemas,Revista,114,Diego Vargas,1,Universidad Politécnica de Madrid,España
PUB077,Personalización de contenido en plataformas de comercio electrónico,2021,Sistemas de Recomendación,filtrado colaborativo,Computación y Sistemas,Revista,114,Wei Chen,2,University of Oxford,Reino Unido
PUB077,Personalización de contenido en plataformas de comercio electrónico,2021,Sistemas de Recomendación,filtrado colaborativo,Computación y Sistemas,Revista,114,Mónica Delgado,3,Universidad de São Paulo,Brasil
PUB077,Personalización de contenido en plataformas de comercio electrónico,2021,Sistemas de Recomendación,filtrado colaborativo,Computación y Sistemas,Revista,114,Daniela Ponce,4,Universidad del Pacífico,Perú
PUB077,Personalización de contenido en plataformas de comercio electrónico,2021,Sistemas de Recomendación,filtrado colaborativo,Computación y Sistemas,Revista,114,María Quispe,5,University of Oxford,Reino Unido
PUB078,Interpretabilidad de modelos de ML en transporte urbano,2025,Machine Learning,validación cruzada,JIISIC,Conferencia,1,Ricardo Linares,1,Universidad de Chile,Chile
PUB078,Interpretabilidad de modelos de ML en transporte urbano,2025,Machine Learning,validación cruzada,JIISIC,Conferencia,1,Hans Müller,2,Universidad Nacional Autónoma de México,México
PUB078,Interpretabilidad de modelos de ML en transporte urbano,2025,Machine Learning,validación cruzada,JIISIC,Conferencia,1,Alejandro Soto,3,Universidad de los Andes,Colombia
PUB078,Interpretabilidad de modelos de ML en transporte urbano,2025,Machine Learning,validación cruzada,JIISIC,Conferencia,1,Priya Sharma,4,Pontificia Universidad Católica del Perú,Perú
PUB079,Análisis automático de historias clínicas mediante visión computacional,2025,Visión Computacional,YOLO,JIISIC,Conferencia,4,Carlos Mendoza,1,Pontificia Universidad Católica de Chile,Chile
PUB079,Análisis automático de historias clínicas mediante visión computacional,2025,Visión Computacional,YOLO,JIISIC,Conferencia,4,Mei Li,2,University of California Berkeley,Estados Unidos
PUB080,Análisis automático de documentos legales mediante visión computacional,2025,Visión Computacional,segmentación,Pattern Recognition,Revista,1,Juan Torres,1,Universidad de Lima,Perú
PUB080,Análisis automático de documentos legales mediante visión computacional,2025,Visión Computacional,segmentación,Pattern Recognition,Revista,1,Mei Li,2,University of California Berkeley,Estados Unidos
PUB080,Análisis automático de documentos legales mediante visión computacional,2025,Visión Computacional,segmentación,Pattern Recognition,Revista,1,Fernando Aguirre,3,Universidad de los Andes,Colombia
PUB080,Análisis automático de documentos legales mediante visión computacional,2025,Visión Computacional,segmentación,Pattern Recognition,Revista,1,Emma Johnson,4,Tecnológico de Monterrey,México
PUB080,Análisis automático de documentos legales mediante visión computacional,2025,Visión Computacional,segmentación,Pattern Recognition,Revista,1,Esteban Pacheco,5,Universidad Nacional Autónoma de México,México
PUB081,Clasificación de imágenes turismo usando transfer learning,2022,Visión Computacional,reconocimiento facial,ICCV,Conferencia,29,Wei Chen,1,University of Oxford,Reino Unido
PUB081,Clasificación de imágenes turismo usando transfer learning,2022,Visión Computacional,reconocimiento facial,ICCV,Conferencia,29,Juan Torres,2,Universidad de Lima,Perú
PUB081,Clasificación de imágenes turismo usando transfer learning,2022,Visión Computacional,reconocimiento facial,ICCV,Conferencia,29,Beatriz Olivares,3,Universidad Nacional de Ingeniería,Perú
PUB081,Clasificación de imágenes turismo usando transfer learning,2022,Visión Computacional,reconocimiento facial,ICCV,Conferencia,29,Patricia Salinas,4,Universidad Nacional Mayor de San Marcos,Perú
PUB082,Modelos de lenguaje aplicados a atención al cliente,2022,NLP,resumen automático,CLEI,Conferencia,60,Natalia Bravo,1,Universidad Nacional Mayor de San Marcos,Perú
PUB082,Modelos de lenguaje aplicados a atención al cliente,2022,NLP,resumen automático,CLEI,Conferencia,60,Mateo Herrera,2,ETH Zürich,Suiza
PUB082,Modelos de lenguaje aplicados a atención al cliente,2022,NLP,resumen automático,CLEI,Conferencia,60,Verónica Tapia,3,Pontificia Universidad Católica del Perú,Perú
PUB083,Clasificación de agricultura con algoritmos de ensemble,2024,Machine Learning,interpretabilidad,AAAI,Conferencia,12,Alejandro Soto,1,Universidad de los Andes,Colombia
PUB083,Clasificación de agricultura con algoritmos de ensemble,2024,Machine Learning,interpretabilidad,AAAI,Conferencia,12,Arjun Patel,2,Pontificia Universidad Católica del Perú,Perú
PUB083,Clasificación de agricultura con algoritmos de ensemble,2024,Machine Learning,interpretabilidad,AAAI,Conferencia,12,Carlos Mendoza,3,Pontificia Universidad Católica de Chile,Chile
PUB084,Aplicación de LLMs en redes sociales,2025,IA Generativa,prompt engineering,ICLR,Conferencia,5,Juan Torres,1,Universidad de Lima,Perú
PUB084,Aplicación de LLMs en redes sociales,2025,IA Generativa,prompt engineering,ICLR,Conferencia,5,Luis Fernando Ríos,2,Stanford University,Estados Unidos
PUB084,Aplicación de LLMs en redes sociales,2025,IA Generativa,prompt engineering,ICLR,Conferencia,5,Lucas Wilson,3,Universidad del Pacífico,Perú
PUB084,Aplicación de LLMs en redes sociales,2025,IA Generativa,prompt engineering,ICLR,Conferencia,5,Valentina Cáceres,4,Pontificia Universidad Católica de Chile,Chile
PUB084,Aplicación de LLMs en redes sociales,2025,IA Generativa,prompt engineering,ICLR,Conferencia,5,Priya Sharma,5,Pontificia Universidad Católica del Perú,Perú
PUB085,Clasificación de imágenes turismo usando transfer learning,2024,Visión Computacional,segmentación,Computación y Sistemas,Revista,10,Aiko Tanaka,1,Technische Universität München,Alemania
PUB085,Clasificación de imágenes turismo usando transfer learning,2024,Visión Computacional,segmentación,Computación y Sistemas,Revista,10,Gabriela Morales,2,Universidad de Buenos Aires,Argentina
PUB085,Clasificación de imágenes turismo usando transfer learning,2024,Visión Computacional,segmentación,Computación y Sistemas,Revista,10,Joaquín Espinoza,3,Universidad de Barcelona,España
PUB086,Detección de defectos industriales mediante redes convolucionales,2023,Visión Computacional,data augmentation,ICCV,Conferencia,53,Beatriz Olivares,1,Universidad Nacional de Ingeniería,Perú
PUB086,Detección de defectos industriales mediante redes convolucionales,2023,Visión Computacional,data augmentation,ICCV,Conferencia,53,Mei Li,2,University of California Berkeley,Estados Unidos
PUB086,Detección de defectos industriales mediante redes convolucionales,2023,Visión Computacional,data augmentation,ICCV,Conferencia,53,Yuki Nakamura,3,Universidad Nacional Autónoma de México,México
PUB087,Detección de anomalías en agricultura,2022,Machine Learning,AutoML,Journal of Machine Learning Research,Revista,78,Carlos Mendoza,1,Pontificia Universidad Católica de Chile,Chile
PUB087,Detección de anomalías en agricultura,2022,Machine Learning,AutoML,Journal of Machine Learning Research,Revista,78,Marco Antonio Reyes,2,ETH Zürich,Suiza
PUB088,Detección de anomalías en atención al cliente,2023,Machine Learning,AutoML,Computación y Sistemas,Revista,40,Carlos Mendoza,1,Pontificia Universidad Católica de Chile,Chile
PUB088,Detección de anomalías en atención al cliente,2023,Machine Learning,AutoML,Computación y Sistemas,Revista,40,Arjun Patel,2,Pontificia Universidad Católica del Perú,Perú
PUB089,Clasificación de imágenes turismo usando transfer learning,2024,Visión Computacional,transfer learning,CLEI,Conferencia,40,Carlos Mendoza,1,Pontificia Universidad Católica de Chile,Chile
PUB089,Clasificación de imágenes turismo usando transfer learning,2024,Visión Computacional,transfer learning,CLEI,Conferencia,40,Diego Vargas,2,Universidad Politécnica de Madrid,España
PUB089,Clasificación de imágenes turismo usando transfer learning,2024,Visión Computacional,transfer learning,CLEI,Conferencia,40,Fernando Aguirre,3,Universidad de los Andes,Colombia
PUB090,Sistema de manipulación robótica para minería,2023,Robótica,planificación de trayectorias,JIISIC,Conferencia,21,Patricia Salinas,1,Universidad Nacional Mayor de San Marcos,Perú
PUB090,Sistema de manipulación robótica para minería,2023,Robótica,planificación de trayectorias,JIISIC,Conferencia,21,Hiroshi Sato,2,Universidad del Pacífico,Perú
PUB090,Sistema de manipulación robótica para minería,2023,Robótica,planificación de trayectorias,JIISIC,Conferencia,21,Verónica Tapia,3,Pontificia Universidad Católica del Perú,Perú
PUB091,Detección de anomalías en agricultura,2022,Machine Learning,XGBoost,ICLR,Conferencia,30,Felipe Cárcamo,1,ETH Zürich,Suiza
PUB091,Detección de anomalías en agricultura,2022,Machine Learning,XGBoost,ICLR,Conferencia,30,Mauricio Toledo,2,University of Oxford,Reino Unido
PUB091,Detección de anomalías en agricultura,2022,Machine Learning,XGBoost,ICLR,Conferencia,30,Sophie Laurent,3,Universidad Estatal de Campinas,Brasil
PUB092,Recomendación basada en deep learning para atención al cliente,2024,Sistemas de Recomendación,embeddings de usuario,RecSys,Conferencia,28,Aisha Okonkwo,1,Pontificia Universidad Católica de Chile,Chile
PUB092,Recomendación basada en deep learning para atención al cliente,2024,Sistemas de Recomendación,embeddings de usuario,RecSys,Conferencia,28,Daniela Ponce,2,Universidad del Pacífico,Perú
PUB092,Recomendación basada en deep learning para atención al cliente,2024,Sistemas de Recomendación,embeddings de usuario,RecSys,Conferencia,28,Ethan Davis,3,University of Oxford,Reino Unido
PUB093,Análisis de sentimiento en banca digital usando transformers,2024,NLP,chatbots,Computación y Sistemas,Revista,37,Juan Torres,1,Universidad de Lima,Perú
PUB093,Análisis de sentimiento en banca digital usando transformers,2024,NLP,chatbots,Computación y Sistemas,Revista,37,Diego Vargas,2,Universidad Politécnica de Madrid,España
PUB094,Sistema de respuesta a preguntas para redes académicas,2025,NLP,transformers,ACL,Conferencia,2,Andrea Salas,1,Universidad de Buenos Aires,Argentina
PUB094,Sistema de respuesta a preguntas para redes académicas,2025,NLP,transformers,ACL,Conferencia,2,Sofía Castillo,2,University of California Berkeley,Estados Unidos
PUB094,Sistema de respuesta a preguntas para redes académicas,2025,NLP,transformers,ACL,Conferencia,2,Paula Bustamante,3,Stanford University,Estados Unidos
PUB095,Detección de anomalías en comercio electrónico,2021,Machine Learning,feature engineering,ICML,Conferencia,17,Hans Müller,1,Universidad Nacional Autónoma de México,México
PUB095,Detección de anomalías en comercio electrónico,2021,Machine Learning,feature engineering,ICML,Conferencia,17,Liam Anderson,2,Universidad del Pacífico,Perú
PUB095,Detección de anomalías en comercio electrónico,2021,Machine Learning,feature engineering,ICML,Conferencia,17,Ana Lucía Bermúdez,3,University of Toronto,Canadá
PUB096,Personalización de contenido en plataformas de minería,2023,Sistemas de Recomendación,ranking,Computación y Sistemas,Revista,46,Diego Vargas,1,Universidad Politécnica de Madrid,España
PUB096,Personalización de contenido en plataformas de minería,2023,Sistemas de Recomendación,ranking,Computación y Sistemas,Revista,46,Jimena Cuba,2,Pontificia Universidad Católica del Perú,Perú
PUB096,Personalización de contenido en plataformas de minería,2023,Sistemas de Recomendación,ranking,Computación y Sistemas,Revista,46,Verónica Tapia,3,Pontificia Universidad Católica del Perú,Perú
PUB096,Personalización de contenido en plataformas de minería,2023,Sistemas de Recomendación,ranking,Computación y Sistemas,Revista,46,Mónica Delgado,4,Universidad de São Paulo,Brasil
PUB096,Personalización de contenido en plataformas de minería,2023,Sistemas de Recomendación,ranking,Computación y Sistemas,Revista,46,Patricia Salinas,5,Universidad Nacional Mayor de San Marcos,Perú
PUB097,Generación de minería con modelos de difusión,2025,IA Generativa,GANs,ICLR,Conferencia,8,Renata Villanueva,1,Universidad de Barcelona,España
PUB097,Generación de minería con modelos de difusión,2025,IA Generativa,GANs,ICLR,Conferencia,8,Óscar Cornejo,2,Universidad Nacional de Ingeniería,Perú
PUB097,Generación de minería con modelos de difusión,2025,IA Generativa,GANs,ICLR,Conferencia,8,Lucas Wilson,3,Universidad del Pacífico,Perú
PUB097,Generación de minería con modelos de difusión,2025,IA Generativa,GANs,ICLR,Conferencia,8,Luis Fernando Ríos,4,Stanford University,Estados Unidos
PUB097,Generación de minería con modelos de difusión,2025,IA Generativa,GANs,ICLR,Conferencia,8,Ethan Davis,5,University of Oxford,Reino Unido
PUB098,Modelos multimodales aplicados a salud pública,2025,IA Generativa,LLM,ICML,Conferencia,0,Óscar Cornejo,1,Universidad Nacional de Ingeniería,Perú
PUB098,Modelos multimodales aplicados a salud pública,2025,IA Generativa,LLM,ICML,Conferencia,0,Lucas Wilson,2,Universidad del Pacífico,Perú
PUB098,Modelos multimodales aplicados a salud pública,2025,IA Generativa,LLM,ICML,Conferencia,0,Renata Villanueva,3,Universidad de Barcelona,España
PUB098,Modelos multimodales aplicados a salud pública,2025,IA Generativa,LLM,ICML,Conferencia,0,Diego Vargas,4,Universidad Politécnica de Madrid,España
PUB099,Interpretabilidad de modelos de ML en historias clínicas,2023,Machine Learning,feature engineering,Nature Machine Intelligence,Revista,31,Liam Anderson,1,Universidad del Pacífico,Perú
PUB099,Interpretabilidad de modelos de ML en historias clínicas,2023,Machine Learning,feature engineering,Nature Machine Intelligence,Revista,31,Yuki Nakamura,2,Universidad Nacional Autónoma de México,México
PUB099,Interpretabilidad de modelos de ML en historias clínicas,2023,Machine Learning,feature engineering,Nature Machine Intelligence,Revista,31,Hugo Carrasco,3,Pontificia Universidad Católica de Chile,Chile
PUB099,Interpretabilidad de modelos de ML en historias clínicas,2023,Machine Learning,feature engineering,Nature Machine Intelligence,Revista,31,Cristina Yáñez,4,Tecnológico de Monterrey,México
PUB099,Interpretabilidad de modelos de ML en historias clínicas,2023,Machine Learning,feature engineering,Nature Machine Intelligence,Revista,31,Joaquín Espinoza,5,Universidad de Barcelona,España
PUB100,Sistema de manipulación robótica para turismo,2024,Robótica,SLAM,ICRA,Conferencia,13,Marco Rossi,1,University of Oxford,Reino Unido
PUB100,Sistema de manipulación robótica para turismo,2024,Robótica,SLAM,ICRA,Conferencia,13,Hiroshi Sato,2,Universidad del Pacífico,Perú
PUB100,Sistema de manipulación robótica para turismo,2024,Robótica,SLAM,ICRA,Conferencia,13,Andrés Flores,3,University of Toronto,Canadá
PUB100,Sistema de manipulación robótica para turismo,2024,Robótica,SLAM,ICRA,Conferencia,13,Ignacio Vega,4,Universidad Nacional Mayor de San Marcos,Perú
PUB100,Sistema de manipulación robótica para turismo,2024,Robótica,SLAM,ICRA,Conferencia,13,Ethan Davis,5,University of Oxford,Reino Unido
